scenario,task,task_id,run_id,target_case,model,model_type,features,n_features,input_strategy,segment,input_length_pct,rmse,r2,mae,n_runs,seed,source_file
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,8,SVR,ML,Raw+Meta,27,prefix,-,40.0,0.128044672964886,0.5709560384614043,0.1079685763411514,6,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T3,S1_T3,2026-06-08_165151_H4_S1_T3_locv_target_restricted,8,SVR,ML,Raw+Delta+Meta,51,prefix_target_restricted,-,40.0,0.128044672964886,0.5709560384614043,0.1079685763411514,6,0,experiments/executions/H4/S1/T3/2026-06-08_165151_H4_S1_T3_locv_target_restricted/metrics/H4_S1_T3_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,8,XGBoost,ML,Delta+Meta,27,prefix,-,30.0,0.1281228570263325,0.57043193012049,0.1039751199757059,6,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,feature_gru,DL,Raw+Delta+Meta,51,prefix,-,100.0,0.1281923989057794,0.5699654817581177,0.1137489452958107,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,SVR,ML,Raw+Delta,48,prefix,-,100.0,0.1285577003382919,0.5675111118806992,0.1085816263074444,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,8,SVR,ML,Raw,24,prefix,-,70.0,0.1285669667000758,0.5674487625554243,0.1096177933090249,6,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,RandomForest,ML,Raw+Delta+Meta,51,prefix,-,70.0,0.1286386226274266,0.5669664691914422,0.1083583333333332,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,8,SVR,ML,Raw+Meta,27,prefix,-,80.0,0.1287448138290204,0.5662512356158401,0.1146012728765124,6,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T3,S1_T3,2026-06-08_165151_H4_S1_T3_locv_target_restricted,8,SVR,ML,Raw+Delta+Meta,51,prefix_target_restricted,-,80.0,0.1287448138290204,0.5662512356158401,0.1146012728765124,6,0,experiments/executions/H4/S1/T3/2026-06-08_165151_H4_S1_T3_locv_target_restricted/metrics/H4_S1_T3_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,XGBoost,ML,Raw+Delta+Meta,51,prefix,-,70.0,0.1288131737972362,0.5657904959120366,0.1092998428642749,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,RandomForest,ML,Raw+Delta,48,prefix,-,90.0,0.1290417651938775,0.5642480352426651,0.1087319444444443,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,RandomForest,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,50.0,0.1290782975489998,0.5640012732911734,0.1143416666666665,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,SVR,ML,Raw+Delta,48,prefix,-,40.0,0.1293363140778256,0.5622564825088563,0.1066239405965099,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,RandomForest,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,60.0,0.1293853155218364,0.5619247252913675,0.1126597222222221,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,SVR,ML,Raw+Delta+Meta,51,prefix,-,90.0,0.1294462628985471,0.5615119144999696,0.1117398483865478,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,8,feature_gru,DL,Delta+Meta,27,prefix,-,80.0,0.1296532689154313,0.5601083636283875,0.1138271987438201,6,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,8,RandomForest,ML,Raw+Delta+Meta,51,prefix_with_case6,-,70.0,0.1296638436032302,0.5600366037895863,0.1088527777777777,6,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,8,Ridge,ML,Delta+Meta,27,prefix,-,100.0,0.1299284192210538,0.5582393048148953,0.1141356308694369,6,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,SVR,ML,Raw+Delta+Meta,51,prefix,-,40.0,0.1299292211129045,0.5582338518832469,0.1097026212137218,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,XGBoost,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,60.0,0.1299392271352633,0.5581658072644153,0.115826068110764,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,8,XGBoost,ML,Raw+Delta+Meta,51,prefix_with_case6,-,90.0,0.1300835083028454,0.5571840599218196,0.1061631755965451,6,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,RandomForest,ML,Raw+Delta,48,prefix,-,10.0,0.1302374094646928,0.5561356533643482,0.0979694444444443,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,Ridge,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,50.0,0.1306562546618954,0.5532761156052433,0.1185510228474118,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,8,SVR,ML,Delta+Meta,27,prefix,-,30.0,0.1308195329704281,0.5521588955167304,0.1138624109283529,6,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,8,SVR,ML,Raw+Meta,27,prefix,-,10.0,0.1308339124427944,0.5520604381600661,0.1024300838664816,6,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T3,S1_T3,2026-06-08_165151_H4_S1_T3_locv_target_restricted,8,SVR,ML,Raw+Delta+Meta,51,prefix_target_restricted,-,10.0,0.1308339124427944,0.5520604381600661,0.1024300838664816,6,0,experiments/executions/H4/S1/T3/2026-06-08_165151_H4_S1_T3_locv_target_restricted/metrics/H4_S1_T3_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,SVR,ML,Raw+Delta+Meta,51,prefix,-,50.0,0.1309028345874026,0.5515883726767408,0.1082284011620925,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,8,RandomForest,ML,Raw+Delta+Meta,51,prefix_with_case6,-,90.0,0.1310981533880597,0.5502492334205623,0.1085430555555555,6,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,Ridge,ML,Raw+Delta+Meta,51,prefix,-,60.0,0.1316490220943964,0.5464616263263854,0.1196141224517956,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,8,SVR,ML,Raw+Delta+Meta,51,prefix_with_case6,-,50.0,0.131676716701676,0.5462707872588473,0.1118034033857662,6,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S3,T1,S3_T1,2026-06-08_201520_H4_S3_T1_entry_steady_exit,8,SVR,ML,Raw+Delta+Meta,51,segment,Entry+Steady+Exit,100.0,0.1320115240394738,0.5439605079217236,0.1152270735884644,6,0,experiments/executions/H4/S3/T1/2026-06-08_201520_H4_S3_T1_entry_steady_exit/metrics/H4_S3_T1_locv_per_case.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,SVR,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,100.0,0.1320115240394738,0.5439605079217236,0.1152270735884644,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,MLP,ML,Raw+Delta,48,prefix,-,100.0,0.1321133013644157,0.5432570485523169,0.0916241178160338,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,8,SVR,ML,Raw+Delta+Meta,51,prefix_with_case6,-,40.0,0.1321292643161772,0.543146667446077,0.1135494482174406,6,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,8,SVR,ML,Raw+Delta+Meta,51,prefix_with_case6,-,90.0,0.13231501526428,0.5418612506230136,0.1139641678109015,6,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,Ridge,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,60.0,0.1324305713315146,0.5410606789017303,0.1215778986473601,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,XGBoost,ML,Raw+Delta,48,prefix,-,80.0,0.132543210271159,0.5402796443967084,0.110740869436413,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,SVR,ML,Raw+Delta+Meta,51,prefix,-,60.0,0.1326974902261175,0.5392087949093699,0.1104804126718494,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,8,RandomForest,ML,Delta,24,prefix,-,90.0,0.1330598822378772,0.536688550264099,0.1110699534171108,6,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,XGBoost,ML,Raw+Delta+Meta,51,prefix,-,20.0,0.133197054901964,0.5357327937456962,0.1050115596875548,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,SVR,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,80.0,0.1332940241853674,0.5350565618906331,0.1177100317141356,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,RandomForest,ML,Raw+Delta+Meta,51,prefix,-,90.0,0.1334892275269457,0.5336937855879444,0.1128222222222221,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,8,XGBoost,ML,Raw,24,prefix,-,60.0,0.1338940988799029,0.5308608928291024,0.1170429492990176,6,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,8,SVR,ML,Raw+Delta+Meta,51,prefix_with_case6,-,60.0,0.1339673910199158,0.5303471492036133,0.1140359895332378,6,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,XGBoost,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,40.0,0.1340994302634026,0.5294209063815581,0.12268303891023,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,8,RandomForest,ML,Raw+Meta,27,prefix,-,40.0,0.1342405824253879,0.5284297281989782,0.1191069444444443,6,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T3,S1_T3,2026-06-08_165151_H4_S1_T3_locv_target_restricted,8,RandomForest,ML,Raw+Delta+Meta,51,prefix_target_restricted,-,40.0,0.1342405824253879,0.5284297281989782,0.1191069444444443,6,0,experiments/executions/H4/S1/T3/2026-06-08_165151_H4_S1_T3_locv_target_restricted/metrics/H4_S1_T3_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,8,XGBoost,ML,Delta,24,prefix,-,80.0,0.1342468045260192,0.5283860122729522,0.1099019795407851,6,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,XGBoost,ML,Raw+Delta,48,prefix,-,40.0,0.1344011723163618,0.5273007891833641,0.1121549177666505,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,8,XGBoost,ML,Raw+Meta,27,prefix,-,60.0,0.1344020478877686,0.5272946302599855,0.1180829311410586,6,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T3,S1_T3,2026-06-08_165151_H4_S1_T3_locv_target_restricted,8,XGBoost,ML,Raw+Delta+Meta,51,prefix_target_restricted,-,60.0,0.1344020478877686,0.5272946302599855,0.1180829311410586,6,0,experiments/executions/H4/S1/T3/2026-06-08_165151_H4_S1_T3_locv_target_restricted/metrics/H4_S1_T3_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,8,RandomForest,ML,Delta,24,prefix,-,70.0,0.1344348324207178,0.5270639892073031,0.1139539811948886,6,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,8,SVR,ML,Raw,24,prefix,-,60.0,0.1345803564246186,0.5260395405440237,0.1010135885412411,6,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,SVR,ML,Raw+Delta,48,prefix,-,80.0,0.1346435318266946,0.5255944581961323,0.114388564718466,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,XGBoost,ML,Raw+Delta,48,prefix,-,10.0,0.1347755372754444,0.5246637812576511,0.1056482811887205,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,8,SVR,ML,Raw,24,prefix,-,40.0,0.1348083448266072,0.5244323369513559,0.1049073499185773,6,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,8,XGBoost,ML,Delta+Meta,27,prefix,-,60.0,0.1348812170994885,0.523918050341923,0.1161474693939089,6,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,XGBoost,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,70.0,0.1351166625868947,0.5222545247435141,0.1175733369837204,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,8,SVR,ML,Delta+Meta,27,prefix,-,50.0,0.1351706668903161,0.5218725516081839,0.1175311293449411,6,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,RandomForest,ML,Raw+Delta,48,prefix,-,20.0,0.1353476815310602,0.5206194546412745,0.1051263888888887,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,8,SVR,ML,Raw+Meta,27,prefix,-,60.0,0.1353929945682912,0.520298417377265,0.1154303204552553,6,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T3,S1_T3,2026-06-08_165151_H4_S1_T3_locv_target_restricted,8,SVR,ML,Raw+Delta+Meta,51,prefix_target_restricted,-,60.0,0.1353929945682912,0.520298417377265,0.1154303204552553,6,0,experiments/executions/H4/S1/T3/2026-06-08_165151_H4_S1_T3_locv_target_restricted/metrics/H4_S1_T3_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,SVR,ML,Raw+Delta+Meta,51,prefix,-,70.0,0.1355100029240955,0.5194689306319826,0.1136799166803671,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,RandomForest,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,90.0,0.1355381404739939,0.5192693531777772,0.110086111111111,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,8,XGBoost,ML,Raw+Delta,48,prefix,-,20.0,0.135538975480766,0.519263429906575,0.1014604929896692,6,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,8,RandomForest,ML,Raw+Meta,27,prefix,-,90.0,0.135742871121047,0.5178159670228488,0.1199027777777777,6,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T3,S1_T3,2026-06-08_165151_H4_S1_T3_locv_target_restricted,8,RandomForest,ML,Raw+Delta+Meta,51,prefix_target_restricted,-,90.0,0.135742871121047,0.5178159670228488,0.1199027777777777,6,0,experiments/executions/H4/S1/T3/2026-06-08_165151_H4_S1_T3_locv_target_restricted/metrics/H4_S1_T3_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,8,XGBoost,ML,Raw+Delta+Meta,51,prefix,-,90.0,0.1358539830412506,0.5170262633610476,0.1120611304789781,6,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,8,feature_gru,DL,Raw+Delta+Meta,51,prefix_with_case6,-,20.0,0.136140356032711,0.5149879455566406,0.1222449168562889,6,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,8,XGBoost,ML,Delta,24,prefix,-,70.0,0.1363202860721365,0.5137050707186095,0.1116137389466166,6,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,8,XGBoost,ML,Raw,24,prefix,-,40.0,0.1364191299684171,0.5129996040065159,0.1172955321520566,6,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,8,RandomForest,ML,Raw,24,prefix,-,90.0,0.1364940251880536,0.5124647228077832,0.1220083333333332,6,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,8,RandomForest,ML,Delta+Meta,27,prefix,-,90.0,0.1365326082100154,0.5121890588306576,0.1134988888888887,6,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,feature_gru,DL,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,90.0,0.1368167253663441,0.5101567506790161,0.1300588697195053,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,8,Ridge,ML,Raw+Delta+Meta,51,prefix_with_case6,-,70.0,0.1369919553532027,0.5089011776304573,0.1262881874589474,6,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,8,feature_gru,DL,Raw,24,prefix,-,100.0,0.1370725413782903,0.5083231925964355,0.1154297888278961,6,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S3,T2,S3_T2,2026-06-08_201620_H4_S3_T2_entry_steady,8,XGBoost,ML,Raw+Delta+Meta,51,segment,Entry+Steady,100.0,0.1372287381731752,0.5072020375796558,0.1182187891627351,6,0,experiments/executions/H4/S3/T2/2026-06-08_201620_H4_S3_T2_entry_steady/metrics/H4_S3_T2_locv_per_case.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,8,RandomForest,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,40.0,0.1372384085286,0.5071325812919496,0.1166180555555554,6,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,8,RandomForest,ML,Raw+Meta,27,prefix,-,100.0,0.1372454988130556,0.5070816529766666,0.1146638888888888,6,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T3,S1_T3,2026-06-08_165151_H4_S1_T3_locv_target_restricted,8,RandomForest,ML,Raw+Delta+Meta,51,prefix_target_restricted,-,100.0,0.1372454988130556,0.5070816529766666,0.1146638888888888,6,0,experiments/executions/H4/S1/T3/2026-06-08_165151_H4_S1_T3_locv_target_restricted/metrics/H4_S1_T3_shift_metrics.csv
