scenario,task,task_id,run_id,target_case,model,model_type,features,n_features,input_strategy,segment,input_length_pct,rmse,r2,mae,n_runs,seed,source_file
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,3,MLP,ML,Delta,24,prefix,-,90.0,0.2368136142333295,-2.1380081151380144,0.2093328117476387,14,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,3,MLP,ML,Delta,24,prefix,-,60.0,0.2559491278127886,-2.6656250375450865,0.2346739019632518,14,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,3,MLP,ML,Delta,24,prefix,-,80.0,0.2598600662628357,-2.7785034233963035,0.2289615694160061,14,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,3,RandomForest,ML,Raw,24,prefix,-,10.0,0.262016436755331,-2.8414731567523783,0.1777589285714287,14,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,3,RandomForest,ML,Raw+Meta,27,prefix,-,10.0,0.2633618270731835,-2.88102449013012,0.1797708333333334,14,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,3,MLP,ML,Delta,24,prefix,-,30.0,0.2666062463485202,-2.9772360842872496,0.2369280873869315,14,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,3,MLP,ML,Raw+Delta+Meta,51,prefix_with_case6,-,10.0,0.2688723578801903,-3.0451352024330287,0.2002142913779045,14,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,3,SVR,ML,Delta,24,prefix,-,10.0,0.2732435021539833,-3.177730457918602,0.2379355473841946,14,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,3,MLP,ML,Raw+Delta+Meta,51,prefix,-,10.0,0.276285306602712,-3.271262945738465,0.2125503828238491,14,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,3,feature_gru,DL,Delta+Meta,27,prefix,-,10.0,0.2846251074322082,-3.5330147743225098,0.2507757246494293,14,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,3,MLP,ML,Delta,24,prefix,-,70.0,0.2854188596703449,-3.5583331589819363,0.2632278328074681,14,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,3,MLP,ML,Raw+Delta,48,prefix,-,20.0,0.300239710704663,-4.044022279681362,0.254200224407456,14,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,3,XGBoost,ML,Raw+Meta,27,prefix,-,10.0,0.3014531314338279,-4.084875564818748,0.1927699001346316,14,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,3,SVR,ML,Raw+Delta,48,prefix,-,10.0,0.3077097388776908,-4.298137360521476,0.2792640152798994,14,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,3,SVR,ML,Raw+Delta+Meta,51,prefix_with_case6,-,10.0,0.3124191777571612,-4.461552345429457,0.2854032837780758,14,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,3,SVR,ML,Raw+Delta+Meta,51,prefix,-,10.0,0.3135840767818662,-4.502356614531955,0.2863538749148291,14,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,3,XGBoost,ML,Raw,24,prefix,-,10.0,0.3145236016760349,-4.5353770749708655,0.1996147245807307,14,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,3,MLP,ML,Raw+Meta,27,prefix,-,10.0,0.3195812454987191,-4.714829794736913,0.2019221158209602,14,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,3,SVR,ML,Delta+Meta,27,prefix,-,10.0,0.3304283048601467,-5.10935293820344,0.2977264930411044,14,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,3,MLP,ML,Raw,24,prefix,-,10.0,0.3326439349947733,-5.191558052930846,0.1963796329329786,14,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,3,SVR,ML,Raw,24,prefix,-,10.0,0.3531808959534128,-5.97967399572492,0.2207555060856583,14,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,3,SVR,ML,Raw+Meta,27,prefix,-,10.0,0.3643086359354274,-6.426422666026556,0.2242518478766978,14,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,3,MLP,ML,Delta+Meta,27,prefix,-,20.0,0.3892556304620857,-7.478334299960437,0.370029228316902,14,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,3,MLP,ML,Delta,24,prefix,-,20.0,0.4230365035067295,-9.013742470778528,0.350125174517133,14,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,3,MLP,ML,Raw+Delta,48,prefix,-,10.0,0.4531954691762794,-10.49242952017071,0.3348851869811572,14,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,3,MLP,ML,Delta,24,prefix,-,10.0,0.4544473373854547,-10.556008610688288,0.4159122536151449,14,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,3,MLP,ML,Delta+Meta,27,prefix,-,10.0,0.4599339507158278,-10.836728002777672,0.4205851503984562,14,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,4,XGBoost,ML,Raw+Meta,27,prefix,-,90.0,0.040235796215802,0.9149216585597832,0.0299416151642799,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,4,XGBoost,ML,Raw+Meta,27,prefix,-,80.0,0.0410284208594467,0.9115366424358918,0.0281924806748117,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,4,XGBoost,ML,Raw+Meta,27,prefix,-,70.0,0.0465590505213182,0.8860794572212712,0.0338301789760589,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,4,XGBoost,ML,Raw+Meta,27,prefix,-,100.0,0.0488631882578537,0.8745249386857569,0.0372648417949676,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,XGBoost,ML,Raw,24,prefix,-,70.0,0.0509256862216333,0.8637088692191457,0.038409588932991,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,Ridge,ML,Raw,24,prefix,-,70.0,0.0513904239725893,0.8612099869926623,0.0428172063696188,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,4,XGBoost,ML,Raw+Meta,27,prefix,-,50.0,0.0513906345649743,0.8612088494974838,0.0434672626001494,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,XGBoost,ML,Raw,24,prefix,-,90.0,0.0522241130883262,0.8566703760132429,0.0430932650821549,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,XGBoost,ML,Raw,24,prefix,-,80.0,0.0540364504705582,0.846549805884387,0.0419418534210749,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,XGBoost,ML,Raw,24,prefix,-,50.0,0.05432386631158,0.8449130844048875,0.0492443158371107,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,4,XGBoost,ML,Raw+Meta,27,prefix,-,60.0,0.0543866800667388,0.8445542283725773,0.0407379285778318,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,4,RandomForest,ML,Raw+Meta,27,prefix,-,50.0,0.0558617490768113,0.836007919899066,0.0472535714285713,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,RandomForest,ML,Raw,24,prefix,-,50.0,0.055870459582576,0.8359567734401065,0.0475166666666667,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,4,RandomForest,ML,Raw+Meta,27,prefix,-,100.0,0.0562217036411869,0.8338876897731068,0.0492333333333332,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,4,RandomForest,ML,Raw+Delta+Meta,51,prefix_with_case6,-,100.0,0.0569221326595196,0.8297229406489813,0.0478404761904763,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,XGBoost,ML,Raw,24,prefix,-,60.0,0.0571056686829644,0.8286231098340875,0.0408284685441425,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,Ridge,ML,Raw,24,prefix,-,80.0,0.0577575302261123,0.824688242607042,0.0493230168785153,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,Ridge,ML,Raw,24,prefix,-,100.0,0.0579527192393221,0.8235013237941302,0.0517977249151639,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S3,T1,S3_T1,2026-06-08_201520_H4_S3_T1_entry_steady_exit,4,RandomForest,ML,Raw+Delta+Meta,51,segment,Entry+Steady+Exit,100.0,0.0589592189063561,0.8173173689314314,0.0464940476190476,7,0,experiments/executions/H4/S3/T1/2026-06-08_201520_H4_S3_T1_entry_steady_exit/metrics/H4_S3_T1_locv_per_case.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,4,RandomForest,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,100.0,0.0589592189063561,0.8173173689314314,0.0464940476190476,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,RandomForest,ML,Raw,24,prefix,-,70.0,0.0590356862582634,0.8168431999708046,0.0488630952380951,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,Ridge,ML,Raw,24,prefix,-,60.0,0.0593043495252829,0.8151723640516628,0.0511698963918881,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,SVR,ML,Raw,24,prefix,-,40.0,0.0600232092921386,0.8106644175968833,0.0533843386782623,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,4,RandomForest,ML,Raw+Delta,48,prefix,-,100.0,0.0600479011832048,0.8105086106940274,0.052297619047619,7,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T6,S1_T6,2026-06-08_173840_H4_S1_T6_raw_only,4,XGBoost,ML,Raw,24,prefix,-,40.0,0.060836438995419,0.8054992029466708,0.0523937003101621,7,0,experiments/executions/H4/S1/T6/2026-06-08_173840_H4_S1_T6_raw_only/metrics/H4_S1_T6_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,4,RandomForest,ML,Raw+Meta,27,prefix,-,70.0,0.0610008441426108,0.804446539768936,0.0518511904761903,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,4,SVR,ML,Delta+Meta,27,prefix,-,20.0,0.0614838149421473,0.8013377139723608,0.0498015381919243,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,4,RandomForest,ML,Raw+Delta+Meta,51,prefix,-,100.0,0.0615470180959884,0.8009290686519854,0.053395238095238,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
